mpcs001 11 22.837 9.666 13.171 1.19736363636 1.09
mpcs002 11 23.013 11.513 11.5 1.04545454545 1.00454545455
mpcs003 12 22.337 13.843 8.494 0.707833333333 0.875
mpcs004 12 22.509 13.349 9.16 0.763333333333 0.926666666667
mpcs005 12 22.509 13.604 8.905 0.742083333333 0.900833333333
mpcs006 12 23.157 13.888 9.269 0.772416666667 0.926666666667
mpcs007 11 23.157 12.954 10.203 0.927545454545 0.938181818182
mpcs008 12 22.509 11.647 10.862 0.905166666667 1.0625
mpcs009 12 20.439 1.103 19.336 1.61133333333 1.0
mpcs010 12 22.509 13.343 9.166 0.763833333333 0.880833333333
mpcs011 12 22.837 12.496 10.341 0.86175 0.940833333333
mpcs012 12 22.165 13.145 9.02 0.751666666667 0.871666666667
mpcs013 12 23.157 12.76 10.397 0.866416666667 0.9325
mpcs014 12 23.157 13.934 9.223 0.768583333333 0.89
mpcs015 11 23.157 10.218 12.939 1.17627272727 0.95
mpcs016 11 23.157 12.199 10.958 0.996181818182 1.02363636364
mpcs017 10 23.157 11.024 12.133 1.2133 1.024
mpcs018 9 23.157 10.358 12.799 1.42211111111 1.0
mpcs019 12 20.439 15.018 5.421 0.45175 1.00166666667
mpcs020 11 23.157 13.072 10.085 0.916818181818 0.896363636364
mpcs021 12 23.157 12.946 10.211 0.850916666667 0.891666666667
mpcs022 11 23.157 12.14 11.017 1.00154545455 0.896363636364
mpcs023 10 23.157 12.156 11.001 1.1001 0.956
mpcs024 11 23.157 9.974 13.183 1.19845454545 0.97
mpcs025 12 23.517 1.168 22.349 1.86241666667 0.98
mpcs026 12 20.439 1.732 18.707 1.55891666667 1.0
mpcs027 12 23.157 9.79 13.367 1.11391666667 0.828333333333
mpcs028 12 20.439 0.904289 19.534711 1.62789258333 1.0
mpcs029 12 23.157 12.987 10.17 0.8475 0.898333333333
mpcs030 12 23.157 11.6 11.557 0.963083333333 0.753333333333
mpcs031 12 20.439 15.078 5.361 0.44675 1.0
mpcs032 12 22.165 14.236 7.929 0.66075 0.849166666667
mpcs033 12 20.439 4.029 16.41 1.3675 1.0
mpcs034 11 23.157 10.078 13.079 1.189 1.02545454545
mpcs035 11 23.157 12.283 10.874 0.988545454545 1.05272727273
mpcs036 10 23.229 9.645 13.584 1.3584 0.988
mpcs037 10 23.157 11.314 11.843 1.1843 0.957
mpcs038 9 23.157 10.389 12.768 1.41866666667 1.01333333333
mpcs039 12 20.439 1.925 18.514 1.54283333333 1.0
mpcs040 10 23.157 12.117 11.04 1.104 0.958
mpcs041 9 23.157 11.244 11.913 1.32366666667 1.0
mpcs042 9 23.157 8.849 14.308 1.58977777778 1.23888888889
mpcs043 10 23.301 7.121 16.18 1.618 1.0
mpcs044 10 23.229 6.49 16.739 1.6739 0.884
mpcs045 11 23.157 11.839 11.318 1.02890909091 1.04727272727
mpcs046 12 22.165 14.142 8.023 0.668583333333 0.915833333333
mpcs047 11 23.157 12.181 10.976 0.997818181818 0.932727272727
mpcs048 11 21.165 13.808 7.357 0.668818181818 0.879090909091
mpcs049 5 15.165 10.38 4.785 0.957 1.0
mpcs050 6 17.165 10.306 6.859 1.14316666667 1.005
mpcs051 5 15.165 10.144 5.021 1.0042 1.092
mpcs052 6 17.165 10.05 7.115 1.18583333333 1.05166666667
mpcs053 5 15.165 10.385 4.78 0.956 1.014
mpcs054 4 12.236 7.582 4.654 1.1635 1.12
mpcs055 7 19.165 10.402 8.763 1.25185714286 1.06285714286
mpcs056 12 20.439 0.896805 19.542195 1.62851625 1.0
mpcs057 12 20.439 1.003 19.436 1.61966666667 1.0
mpcs058 5 15.165 8.971 6.194 1.2388 1.036
mpcs059 5 15.165 10.065 5.1 1.02 1.048
mpcs060 6 17.165 11.243 5.922 0.987 1.01833333333
mpcs061 5 15.165 10.345 4.82 0.964 1.036
mpcs062 9 23.157 10.3 12.857 1.42855555556 1.0
mpcs063 8 21.165 10.09 11.075 1.384375 1.04625
