mpcs001 11 23.365 13.725 9.64 0.876363636364 1.01454545455
mpcs002 10 21.665 10.514 11.151 1.1151 1.341
mpcs003 9 20.665 12.163 8.502 0.944666666667 1.04777777778
mpcs004 7 18.665 13.038 5.627 0.803857142857 1.01571428571
mpcs005 7 18.837 13.808 5.029 0.718428571429 1.05285714286
mpcs006 6 17.665 11.027 6.638 1.10633333333 1.16666666667
mpcs007 7 18.665 12.192 6.473 0.924714285714 1.00714285714
mpcs008 6 17.665 13.02 4.645 0.774166666667 1.025
mpcs009 6 17.665 10.759 6.906 1.151 1.30666666667
mpcs010 6 17.665 11.313 6.352 1.05866666667 1.015
mpcs011 6 17.665 13.039 4.626 0.771 1.01166666667
mpcs012 6 17.665 13.021 4.644 0.774 1.17
mpcs013 6 17.665 13.034 4.631 0.771833333333 1.00833333333
mpcs014 6 17.665 12.784 4.881 0.8135 1.55
mpcs015 6 17.665 13.056 4.609 0.768166666667 1.03333333333
mpcs016 6 17.665 12.19 5.475 0.9125 1.02333333333
mpcs017 6 17.665 12.993 4.672 0.778666666667 1.005
mpcs018 12 20.439 15.023 5.416 0.451333333333 1.0
mpcs019 6 17.665 13.052 4.613 0.768833333333 1.025
mpcs020 7 18.665 11.209 7.456 1.06514285714 1.11285714286
mpcs021 12 20.439 14.923 5.516 0.459666666667 1.0
mpcs022 6 17.665 11.372 6.293 1.04883333333 1.08166666667
mpcs023 6 17.665 12.881 4.784 0.797333333333 1.51333333333
mpcs024 6 17.665 13.028 4.637 0.772833333333 1.02166666667
mpcs025 6 18.736 11.022 7.714 1.28566666667 0.856666666667
mpcs026 6 17.665 13.074 4.591 0.765166666667 1.02166666667
mpcs027 7 21.665 12.829 8.836 1.26228571429 1.01285714286
mpcs028 6 17.665 13.013 4.652 0.775333333333 1.01333333333
mpcs029 7 21.665 13.638 8.027 1.14671428571 1.03857142857
mpcs030 6 17.665 12.18 5.485 0.914166666667 1.095
mpcs031 8 22.821 11.995 10.826 1.35325 1.33
mpcs032 7 18.837 12.979 5.858 0.836857142857 1.00285714286
mpcs033 8 22.821 13.436 9.385 1.173125 1.04
mpcs034 6 17.665 12.2 5.465 0.910833333333 1.04333333333
mpcs035 7 21.665 12.596 9.069 1.29557142857 1.01142857143
mpcs036 6 17.665 13.113 4.552 0.758666666667 1.13166666667
mpcs037 7 18.837 13.017 5.82 0.831428571429 1.03142857143
mpcs038 7 18.837 12.996 5.841 0.834428571429 1.00428571429
mpcs039 8 22.821 11.494 11.327 1.415875 1.56125
mpcs040 8 22.821 12.603 10.218 1.27725 1.05375
mpcs041 8 22.821 13.279 9.542 1.19275 1.345
mpcs042 8 22.821 13.425 9.396 1.1745 1.02375
mpcs043 6 17.665 10.423 7.242 1.207 1.06666666667
mpcs044 7 18.837 13.043 5.794 0.827714285714 1.02571428571
mpcs045 7 21.665 13.549 8.116 1.15942857143 1.02285714286
mpcs046 7 18.837 13.056 5.781 0.825857142857 1.00857142857
mpcs047 7 18.837 12.184 6.653 0.950428571429 1.04285714286
mpcs048 8 22.821 13.833 8.988 1.1235 1.005
mpcs049 7 18.837 12.185 6.652 0.950285714286 1.01571428571
mpcs050 7 18.837 12.231 6.606 0.943714285714 1.07142857143
mpcs051 7 18.837 12.989 5.848 0.835428571429 1.05857142857
mpcs052 6 17.665 11.586 6.079 1.01316666667 1.21166666667
mpcs053 10 22.353 11.335 11.018 1.1018 1.016
mpcs054 10 22.353 11.371 10.982 1.0982 1.15
mpcs055 12 20.439 0.768402 19.670598 1.6392165 1.0
mpcs056 9 21.181 11.94 9.241 1.02677777778 1.41777777778
mpcs057 10 22.353 13.018 9.335 0.9335 1.023
mpcs058 9 23.405 14.701 8.704 0.967111111111 1.37444444444
mpcs059 10 22.353 11.839 10.514 1.0514 1.068
mpcs060 10 21.025 11.201 9.824 0.9824 1.0
mpcs061 10 21.025 11.145 9.88 0.988 1.0
mpcs062 10 22.353 13.005 9.348 0.9348 1.005
mpcs063 6 17.665 11.721 5.944 0.990666666667 1.185
mpcs064 6 17.665 13.066 4.599 0.7665 1.02166666667
mpcs065 6 17.665 13.066 4.599 0.7665 1.025
mpcs066 9 23.229 14.334 8.895 0.988333333333 1.12777777778
mpcs067 10 23.245 13.3 9.945 0.9945 1.119
mpcs068 9 23.229 16.487 6.742 0.749111111111 1.34111111111
mpcs069 9 23.229 15.433 7.796 0.866222222222 1.74222222222
mpcs070 9 21.181 11.91 9.271 1.03011111111 1.04888888889
mpcs071 10 22.353 11.976 10.377 1.0377 1.415
mpcs072 6 17.665 12.385 5.28 0.88 1.05166666667
mpcs073 9 23.229 16.517 6.712 0.745777777778 2.12555555556
mpcs074 10 21.494 10.208 11.286 1.1286 1.151
mpcs075 11 23.125 13.537 9.588 0.871636363636 1.68818181818
mpcs076 10 22.805 13.534 9.271 0.9271 1.272
mpcs077 9 21.65 14.361 7.289 0.809888888889 1.49444444444
mpcs078 9 21.689 15.34 6.349 0.705444444444 2.15444444444
mpcs079 11 22.645 12.492 10.153 0.923 1.09090909091
mpcs080 12 22.765 2.371 20.394 1.6995 1.0
mpcs081 12 20.439 1.342 19.097 1.59141666667 1.00583333333
mpcs082 9 23.445 16.409 7.036 0.781777777778 1.49444444444
mpcs083 12 20.439 15.06 5.379 0.44825 1.0
mpcs084 8 8.329 0.391672 7.937328 0.992166 1.0
mpcs085 8 12.236 0.347391 11.888609 1.486076125 1.0
mpcs086 12 20.439 2.245 18.194 1.51616666667 1.0
mpcs087 12 20.439 0.857961 19.581039 1.63175325 1.0
mpcs088 12 20.439 14.965 5.474 0.456166666667 1.03166666667
mpcs089 12 20.439 0.625758 19.813242 1.6511035 1.0
mpcs090 12 20.439 1.517 18.922 1.57683333333 1.0
mpcs091 12 20.439 1.545 18.894 1.5745 1.0
mpcs092 12 22.765 1.455 21.31 1.77583333333 1.0
mpcs093 12 20.439 1.544 18.895 1.57458333333 1.0025
mpcs094 12 20.439 15.044 5.395 0.449583333333 1.0
mpcs095 12 20.439 1.192 19.247 1.60391666667 1.0
mpcs096 9 23.445 14.906 8.539 0.948777777778 1.89222222222
mpcs097 12 22.765 5.944 16.821 1.40175 1.0
mpcs098 12 20.439 1.422 19.017 1.58475 1.0
mpcs099 12 20.439 14.98 5.459 0.454916666667 1.0
mpcs100 12 20.439 0.932027 19.506973 1.62558108333 0.999166666667
mpcs101 12 20.439 14.991 5.448 0.454 1.0
mpcs102 12 20.439 0.633711 19.805289 1.65044075 1.0
mpcs103 12 20.439 14.633 5.806 0.483833333333 1.0
mpcs104 12 20.439 14.926 5.513 0.459416666667 1.0
mpcs105 12 20.439 15.059 5.38 0.448333333333 1.0
mpcs106 12 20.439 15.058 5.381 0.448416666667 1.0
mpcs107 12 20.439 0.770012 19.668988 1.63908233333 1.0
mpcs108 12 20.439 15.281 5.158 0.429833333333 1.0
mpcs109 12 20.439 15.019 5.42 0.451666666667 1.0
mpcs110 12 20.439 1.263 19.176 1.598 1.0
mpcs111 9 23.005 17.146 5.859 0.651 1.40888888889
mpcs112 12 17.665 4.506 13.159 1.09658333333 1.0125
mpcs113 12 16.337 2.473 13.864 1.15533333333 1.00083333333
mpcs114 12 16.337 2.476 13.861 1.15508333333 1.00166666667
mpcs115 12 16.337 1.507 14.83 1.23583333333 1.00333333333
mpcs116 12 14.579 0.125289 14.453711 1.20447591667 1.0025
mpcs117 9 23.005 17.059 5.946 0.660666666667 1.91666666667
mpcs118 12 20.439 1.234 19.205 1.60041666667 1.0
mpcs119 10 21.533 11.672 9.861 0.9861 1.997
mpcs120 12 20.439 0.700512 19.738488 1.644874 1.00166666667
mpcs121 9 23.005 17.123 5.882 0.653555555556 2.33333333333
mpcs122 9 23.005 17.175 5.83 0.647777777778 1.97111111111
mpcs123 12 20.439 15.124 5.315 0.442916666667 1.0
mpcs124 12 20.439 15.034 5.405 0.450416666667 1.00583333333
mpcs125 7 22.017 13.431 8.586 1.22657142857 1.41428571429
mpcs126 5 17.017 9.786 7.231 1.4462 1.452
mpcs127 6 19.517 11.747 7.77 1.295 2.69333333333
mpcs128 3 12.017 5.825 6.192 2.064 1.09666666667
mpcs129 7 22.017 13.562 8.455 1.20785714286 2.48571428571
mpcs130 5 17.017 9.945 7.072 1.4144 2.26
mpcs001 11 23.365 14.604 8.761 0.796454545455 1.0
mpcs002 11 22.821 13.032 9.789 0.889909090909 1.02
mpcs003 11 22.821 13.05 9.771 0.888272727273 1.05363636364
mpcs004 10 22.821 12.818 10.003 1.0003 1.283
mpcs005 9 22.821 13.85 8.971 0.996777777778 1.00666666667
mpcs006 9 22.821 10.527 12.294 1.366 1.27777777778
mpcs007 9 22.821 11.494 11.327 1.25855555556 1.01222222222
