mpcs001 11 23.365 11.559 11.806 1.07327272727
mpcs002 8 22.645 13.388 9.257 1.157125
mpcs003 10 23.173 12.251 10.922 1.0922
mpcs004 8 21.837 12.001 9.836 1.2295
mpcs005 10 23.509 10.967 12.542 1.2542
mpcs006 9 22.821 13.201 9.62 1.06888888889
mpcs007 9 22.821 13.175 9.646 1.07177777778
mpcs008 8 21.665 10.609 11.056 1.382
mpcs009 11 22.837 10.294 12.543 1.14027272727
mpcs010 9 22.009 13.141 8.868 0.985333333333
mpcs011 8 21.665 13.013 8.652 1.0815
mpcs012 8 21.665 12.266 9.399 1.174875
mpcs013 9 22.821 12.218 10.603 1.17811111111
mpcs014 8 21.665 12.376 9.289 1.161125
mpcs015 10 23.173 13.133 10.04 1.004
mpcs016 9 22.821 10.357 12.464 1.38488888889
mpcs017 8 21.665 13.235 8.43 1.05375
mpcs018 12 20.439 14.952 5.487 0.45725
mpcs019 10 23.157 11.075 12.082 1.2082
mpcs020 10 23.509 11.094 12.415 1.2415
mpcs021 12 20.439 9.684 10.755 0.89625
mpcs022 8 20.837 12.266 8.571 1.071375
mpcs023 8 22.645 13.462 9.183 1.147875
mpcs024 9 22.236 9.371 12.865 1.42944444444
mpcs025 8 21.665 11.632 10.033 1.254125
mpcs026 9 22.009 11.038 10.971 1.219
mpcs027 8 22.337 10.735 11.602 1.45025
mpcs028 8 21.665 12.307 9.358 1.16975
mpcs029 8 21.837 13.442 8.395 1.049375
mpcs030 9 22.645 11.994 10.651 1.18344444444
mpcs031 8 22.337 11.874 10.463 1.307875
mpcs032 9 22.009 12.234 9.775 1.08611111111
mpcs033 8 22.337 9.638 12.699 1.587375
mpcs034 8 22.645 13.394 9.251 1.156375
mpcs035 8 21.665 13.356 8.309 1.038625
mpcs036 8 22.645 13.422 9.223 1.152875
mpcs037 9 22.009 11.424 10.585 1.17611111111
mpcs038 9 22.009 11.216 10.793 1.19922222222
mpcs039 9 22.821 13.35 9.471 1.05233333333
mpcs040 8 21.908 11.514 10.394 1.29925
mpcs041 9 22.821 12.551 10.27 1.14111111111
mpcs042 8 22.337 11.736 10.601 1.325125
mpcs043 8 21.665 13.064 8.601 1.075125
mpcs044 9 22.821 13.134 9.687 1.07633333333
mpcs045 8 22.165 11.601 10.564 1.3205
mpcs046 9 22.821 12.318 10.503 1.167
mpcs047 11 23.405 12.108 11.297 1.027
mpcs048 7 18.837 12.199 6.638 0.948285714286
mpcs049 7 18.837 13.043 5.794 0.827714285714
mpcs050 7 18.837 13.09 5.747 0.821
mpcs051 7 18.837 11.764 7.073 1.01042857143
mpcs052 9 22.645 13.07 9.575 1.06388888889
mpcs053 10 22.353 12.169 10.184 1.0184
mpcs054 10 22.353 13.032 9.321 0.9321
mpcs055 12 20.439 0.767254 19.671746 1.63931216667
mpcs056 8 19.751 8.636 11.115 1.389375
mpcs057 11 22.909 11.734 11.175 1.01590909091
mpcs058 9 23.405 16.444 6.961 0.773444444444
mpcs059 10 21.853 11.271 10.582 1.0582
mpcs060 11 23.013 10.189 12.824 1.16581818182
mpcs061 11 23.013 11.22 11.793 1.07209090909
mpcs062 10 22.353 10.341 12.012 1.2012
mpcs063 10 22.353 13.054 9.299 0.9299
mpcs064 11 23.013 11.134 11.879 1.07990909091
mpcs065 9 21.665 11.025 10.64 1.18222222222
mpcs066 9 23.229 16.453 6.776 0.752888888889
mpcs067 10 23.245 14.606 8.639 0.8639
mpcs068 10 23.373 15.171 8.202 0.8202
mpcs069 8 22.645 11.801 10.844 1.3555
mpcs070 10 23.173 13.118 10.055 1.0055
mpcs071 11 22.909 12.667 10.242 0.931090909091
mpcs072 7 23.157 11.135 12.022 1.71742857143
mpcs073 7 22.717 10.664 12.053 1.72185714286
mpcs074 10 22.353 11.838 10.515 1.0515
mpcs075 12 23.493 12.596 10.897 0.908083333333
mpcs076 10 23.245 13.683 9.562 0.9562
mpcs077 9 23.141 10.348 12.793 1.42144444444
mpcs078 8 22.597 10.986 11.611 1.451375
mpcs079 10 23.157 8.365 14.792 1.4792
mpcs080 12 22.765 2.359 20.406 1.7005
