cfdh001 12 22.236 12.906 9.33 0.7775
cfdh002 12 22.236 14.972 7.264 0.605333333333
cfdh003 12 21.542 2.39 19.152 1.596
cfdh004 12 21.542 2.254 19.288 1.60733333333
cfdh005 12 22.236 4.298 17.938 1.49483333333
cfdh006 12 22.236 4.101 18.135 1.51125
cfdh007 12 22.236 4.097 18.139 1.51158333333
cfdh008 12 22.236 4.075 18.161 1.51341666667
cfdh009 12 22.236 4.031 18.205 1.51708333333
cfdh010 12 22.236 4.203 18.033 1.50275
cfdh011 12 22.236 4.164 18.072 1.506
cfdh012 12 22.236 4.197 18.039 1.50325
cfdh013 12 22.236 4.087 18.149 1.51241666667
cfdh014 12 22.236 4.27 17.966 1.49716666667
cfdh015 12 22.236 4.267 17.969 1.49741666667
cfdh016 12 22.236 4.286 17.95 1.49583333333
cfdh017 12 22.236 4.151 18.085 1.50708333333
cfdh018 12 22.236 4.331 17.905 1.49208333333
cfdh019 12 22.236 4.255 17.981 1.49841666667
cfdh020 12 22.236 4.162 18.074 1.50616666667
cfdh021 12 22.236 4.229 18.007 1.50058333333
cfdh022 12 22.236 4.271 17.965 1.49708333333
cfdh023 12 22.236 4.232 18.004 1.50033333333
cfdh024 12 22.236 4.315 17.921 1.49341666667
cfdh025 12 22.236 4.138 18.098 1.50816666667
cfdh026 12 22.236 4.258 17.978 1.49816666667
cfdh027 12 22.236 4.256 17.98 1.49833333333
cfdh028 12 22.236 4.324 17.912 1.49266666667
cfdh029 12 22.236 4.213 18.023 1.50191666667
cfdh030 12 22.236 4.283 17.953 1.49608333333
cfdh031 12 22.236 4.257 17.979 1.49825
cfdh032 12 22.236 4.258 17.978 1.49816666667
cfdh033 12 22.236 4.483 17.753 1.47941666667
cfdh034 12 22.236 4.324 17.912 1.49266666667
cfdh036 12 22.236 4.181 18.055 1.50458333333
cfdh037 12 22.236 4.181 18.055 1.50458333333
cfdh038 12 22.236 4.138 18.098 1.50816666667
cfdh039 12 22.236 4.184 18.052 1.50433333333
cfdh040 12 22.236 2.082 20.154 1.6795
cfdh041 12 22.236 2.04 20.196 1.683
cfdh045 12 22.236 2.301 19.935 1.66125
cfdh046 12 22.236 2.187 20.049 1.67075
cfdh047 12 22.236 1.957 20.279 1.68991666667
cfdh048 12 22.236 1.88 20.356 1.69633333333
cfdh049 12 22.236 2.179 20.057 1.67141666667
cfdh050 12 22.236 2.241 19.995 1.66625
cfdh051 12 22.236 2.19 20.046 1.6705
cfdh052 12 22.236 2.363 19.873 1.65608333333
cfdh053 12 22.236 2.124 20.112 1.676
cfdh054 12 22.236 2.335 19.901 1.65841666667
cfdh060 12 22.236 12.556 9.68 0.806666666667
cfdh061 12 22.236 12.41 9.826 0.818833333333
cfdh062 12 22.236 1.946 20.29 1.69083333333
cfdh063 12 22.236 1.956 20.28 1.69
cfdh001 12 21.542 2.386 19.156 1.59633333333
cfdh002 12 21.542 2.273 19.269 1.60575
cfdh003 12 22.236 11.772 10.464 0.872
cfdh004 12 22.236 11.441 10.795 0.899583333333
cfdh005 12 22.236 4.311 17.925 1.49375
cfdh006 12 22.236 4.171 18.065 1.50541666667
cfdh007 12 22.236 4.161 18.075 1.50625
cfdh008 12 22.236 4.097 18.139 1.51158333333
cfdh009 12 22.236 4.173 18.063 1.50525
cfdh010 12 22.236 4.159 18.077 1.50641666667
cfdh011 12 22.236 4.175 18.061 1.50508333333
cfdh012 12 22.236 4.18 18.056 1.50466666667
cfdh013 12 22.236 4.105 18.131 1.51091666667
cfdh014 12 22.236 4.265 17.971 1.49758333333
cfdh015 12 22.236 4.301 17.935 1.49458333333
cfdh016 12 22.236 4.191 18.045 1.50375
